ehit_id,taisaadress,lahiaadress,max_korruste_arv,tubade_arv,korterite_arv,elamispind,eluruumi_pind,esmane_kasutus,lift,lon,lat
3315330,"Ida-Viru maakond, Narva linn, Ruutli tn 2",Ruutli tn 2,4,56,32,803.2,1116.2,1960,0,28.1994128,59.3797809
